,Credit_History,Loan_Status_Y,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term
0,1.0,True,True,False,False,False,False,False,False,False,True,5849,0.0,128.0,360.0
1,1.0,False,True,True,True,False,False,False,False,False,False,4583,1508.0,128.0,360.0
2,1.0,True,True,True,False,False,False,False,True,False,True,3000,0.0,66.0,360.0
3,1.0,True,True,True,False,False,False,True,False,False,True,2583,2358.0,120.0,360.0
4,1.0,True,True,False,False,False,False,False,False,False,True,6000,0.0,141.0,360.0
5,1.0,True,True,True,False,True,False,False,True,False,True,5417,4196.0,267.0,360.0
6,1.0,True,True,True,False,False,False,True,False,False,True,2333,1516.0,95.0,360.0
7,0.0,False,True,True,False,False,True,False,False,True,False,3036,2504.0,158.0,360.0
8,1.0,True,True,True,False,True,False,False,False,False,True,4006,1526.0,168.0,360.0
9,1.0,False,True,True,True,False,False,False,False,True,False,12841,10968.0,349.0,360.0
10,1.0,True,True,True,False,True,False,False,False,False,True,3200,700.0,70.0,360.0
11,1.0,True,True,True,False,True,False,False,False,False,True,2500,1840.0,109.0,360.0
12,1.0,True,True,True,False,True,False,False,False,False,True,3073,8106.0,200.0,360.0
13,1.0,False,True,False,False,False,False,False,False,False,False,1853,2840.0,114.0,360.0
14,1.0,True,True,True,False,True,False,False,False,False,True,1299,1086.0,17.0,120.0
15,1.0,True,True,False,False,False,False,False,False,False,True,4950,0.0,125.0,360.0
16,1.0,True,True,False,True,False,False,True,False,False,True,3596,0.0,100.0,240.0
17,0.0,False,False,False,False,False,False,False,False,False,True,3510,0.0,76.0,360.0
18,1.0,False,True,True,False,False,False,True,False,False,False,4887,0.0,133.0,360.0
19,1.0,True,True,True,False,False,False,False,False,False,True,2600,3500.0,115.0,360.0
20,0.0,False,True,True,False,False,False,True,False,False,True,7660,0.0,104.0,360.0
21,1.0,True,True,True,True,False,False,False,False,False,True,5955,5625.0,315.0,360.0
22,0.0,False,True,True,False,False,False,True,False,True,False,2600,1911.0,116.0,360.0
23,0.0,False,True,True,False,True,False,True,False,False,False,3365,1917.0,112.0,360.0
24,1.0,False,True,True,True,False,False,False,False,True,False,3717,2925.0,151.0,360.0
25,1.0,True,True,True,False,False,False,False,True,True,False,9560,0.0,191.0,360.0
26,1.0,True,True,True,False,False,False,False,False,True,False,2799,2253.0,122.0,360.0
27,1.0,True,True,True,False,True,False,True,False,False,True,4226,1040.0,110.0,360.0
28,1.0,False,True,False,False,False,False,True,False,False,True,1442,0.0,35.0,360.0
29,1.0,True,False,False,False,True,False,False,False,True,False,3750,2083.0,120.0,360.0
30,1.0,False,True,True,True,False,False,False,False,False,True,4166,3369.0,201.0,360.0
31,1.0,False,True,False,False,False,False,False,False,False,True,3167,0.0,74.0,360.0
32,1.0,False,True,False,True,False,False,False,True,False,False,4692,0.0,106.0,360.0
33,1.0,True,True,True,False,False,False,False,False,True,False,3500,1667.0,114.0,360.0
34,1.0,False,True,False,False,False,True,False,False,False,False,12500,3000.0,320.0,360.0
35,1.0,True,True,True,False,False,False,False,False,False,True,2275,2067.0,128.0,360.0
36,0.0,False,True,True,False,False,False,False,False,False,True,1828,1330.0,100.0,360.0
37,1.0,True,False,True,False,False,False,False,False,True,False,3667,1459.0,144.0,360.0
38,1.0,True,True,False,False,False,False,False,False,False,True,4166,7210.0,184.0,360.0
39,1.0,True,True,False,False,False,False,True,False,True,False,3748,1668.0,110.0,360.0
40,1.0,False,True,False,False,False,False,False,False,False,True,3600,0.0,80.0,360.0
41,1.0,True,True,False,False,False,False,False,False,False,True,1800,1213.0,47.0,360.0
42,1.0,True,True,True,False,False,False,False,False,False,True,2400,0.0,75.0,360.0
43,1.0,True,True,True,False,False,False,False,False,True,False,3941,2336.0,134.0,360.0
44,1.0,True,True,True,False,False,False,True,True,False,True,4695,0.0,96.0,360.0
45,1.0,True,False,False,False,False,False,False,False,False,True,3410,0.0,88.0,360.0
46,1.0,True,True,True,True,False,False,False,False,False,True,5649,0.0,44.0,360.0
47,1.0,True,True,True,False,False,False,False,False,False,True,5821,0.0,144.0,360.0
48,0.0,False,False,True,False,False,False,False,False,False,True,2645,3440.0,120.0,360.0
49,1.0,True,False,False,False,False,False,False,False,True,False,4000,2275.0,144.0,360.0
50,1.0,True,False,True,False,False,False,True,False,True,False,1928,1644.0,100.0,360.0
51,1.0,True,False,False,False,False,False,False,False,True,False,3086,0.0,120.0,360.0
52,1.0,False,False,False,False,False,False,False,False,True,False,4230,0.0,112.0,360.0
53,1.0,False,True,True,False,True,False,False,False,False,True,4616,0.0,134.0,360.0
54,0.0,False,False,True,True,False,False,False,True,False,True,11500,0.0,286.0,360.0
55,1.0,True,True,True,False,True,False,False,False,True,False,2708,1167.0,97.0,360.0
56,1.0,True,True,True,False,False,False,False,False,True,False,2132,1591.0,96.0,360.0
57,1.0,False,True,True,False,False,False,False,False,False,False,3366,2200.0,135.0,360.0
58,1.0,True,True,True,True,False,False,False,False,False,True,8080,2250.0,180.0,360.0
59,1.0,True,True,True,False,True,False,True,False,False,True,3357,2859.0,144.0,360.0
60,1.0,True,True,True,False,False,False,False,False,False,True,2500,3796.0,120.0,360.0
61,1.0,True,True,True,False,False,True,False,False,False,True,3029,0.0,99.0,360.0
62,0.0,False,True,True,False,False,False,True,True,False,False,2609,3449.0,165.0,180.0
63,0.0,False,True,True,True,False,False,False,False,False,False,4945,0.0,128.0,360.0
64,0.0,False,False,False,False,False,False,False,False,True,False,4166,0.0,116.0,360.0
65,1.0,False,True,True,False,False,False,False,False,True,False,5726,4595.0,258.0,360.0
66,0.0,False,True,False,False,False,False,True,False,False,True,3200,2254.0,126.0,180.0
67,1.0,True,True,True,True,False,False,False,False,False,True,10750,0.0,312.0,360.0
68,1.0,True,True,True,False,False,True,True,True,False,True,7100,0.0,125.0,60.0
69,0.0,False,False,False,False,False,False,False,False,True,False,4300,0.0,136.0,360.0
70,1.0,True,True,True,False,False,False,False,False,False,True,3208,3066.0,172.0,360.0
71,1.0,True,True,True,False,True,False,True,True,True,False,1875,1875.0,97.0,360.0
72,1.0,True,True,False,False,False,False,False,False,True,False,3500,0.0,81.0,300.0
73,0.0,False,True,True,False,False,True,True,False,True,False,4755,0.0,95.0,360.0
74,1.0,True,True,True,False,False,True,False,True,True,False,5266,1774.0,187.0,360.0
75,1.0,False,True,False,False,False,False,False,False,False,True,3750,0.0,113.0,480.0
76,1.0,False,True,False,False,False,False,False,False,False,True,3750,4750.0,176.0,360.0
77,1.0,False,True,True,True,False,False,False,True,False,True,1000,3022.0,110.0,360.0
78,0.0,False,True,True,False,False,True,False,False,True,False,3167,4000.0,180.0,300.0
79,1.0,True,True,True,False,False,True,True,True,True,False,3333,2166.0,130.0,360.0
80,1.0,True,False,False,False,False,False,False,False,True,False,3846,0.0,111.0,360.0
81,1.0,True,True,True,True,False,False,False,True,True,False,2395,0.0,128.0,360.0
82,1.0,False,False,True,False,True,False,False,False,False,True,1378,1881.0,167.0,360.0
83,1.0,False,True,True,False,False,False,False,False,True,False,6000,2250.0,265.0,360.0
84,1.0,True,True,True,True,False,False,False,False,False,True,3988,0.0,50.0,240.0
85,1.0,True,True,False,False,False,False,False,False,True,False,2366,2531.0,136.0,360.0
86,1.0,True,True,True,False,True,False,True,False,True,False,3333,2000.0,99.0,360.0
87,1.0,True,True,True,False,False,False,False,False,True,False,2500,2118.0,104.0,360.0
88,1.0,True,True,False,False,False,False,False,False,False,True,8566,0.0,210.0,360.0
89,1.0,True,True,True,False,False,False,False,False,True,False,5695,4167.0,175.0,360.0
90,1.0,True,True,True,False,False,False,False,False,True,False,2958,2900.0,131.0,360.0
91,1.0,True,True,True,False,True,False,False,False,True,False,6250,5654.0,188.0,180.0
92,1.0,True,True,True,False,True,False,True,False,False,True,3273,1820.0,81.0,360.0
93,1.0,True,True,False,False,False,False,False,False,True,False,4133,0.0,122.0,360.0
94,1.0,True,True,False,False,False,False,True,False,True,False,3620,0.0,25.0,120.0
95,1.0,False,True,False,False,False,False,False,False,False,True,6782,0.0,128.0,360.0
96,1.0,True,False,True,False,False,False,False,False,True,False,2484,2302.0,137.0,360.0
97,1.0,True,True,True,False,False,False,False,False,True,False,1977,997.0,50.0,360.0
98,1.0,True,True,True,False,False,False,True,False,True,False,4188,0.0,115.0,180.0
99,1.0,True,True,True,False,False,False,False,False,True,False,1759,3541.0,131.0,360.0
100,1.0,True,True,True,False,True,False,True,False,False,True,4288,3263.0,133.0,180.0
101,1.0,True,True,False,False,False,False,False,False,True,False,4843,3806.0,151.0,360.0
102,1.0,True,True,True,False,False,False,False,False,False,True,13650,0.0,128.0,360.0
103,1.0,True,True,True,False,False,False,False,False,True,False,4652,3583.0,128.0,360.0
104,1.0,True,True,True,False,False,False,False,False,False,True,3816,754.0,160.0,360.0
105,1.0,True,True,True,True,False,False,False,False,False,True,3052,1030.0,100.0,360.0
106,1.0,True,True,True,False,True,False,False,False,False,True,11417,1126.0,225.0,360.0
107,1.0,False,True,False,False,False,False,True,False,False,False,7333,0.0,120.0,360.0
108,0.0,False,True,True,False,True,False,False,False,False,True,3800,3600.0,216.0,360.0
109,1.0,True,True,True,False,False,True,True,False,True,False,2071,754.0,94.0,480.0
110,1.0,True,True,False,False,False,False,False,False,False,True,5316,0.0,136.0,360.0
111,1.0,True,False,True,False,False,False,False,False,True,False,2929,2333.0,139.0,360.0
112,0.0,False,True,True,False,False,False,True,False,False,False,3572,4114.0,152.0,360.0
113,1.0,True,False,False,True,False,False,False,True,True,False,7451,0.0,128.0,360.0
114,1.0,True,True,False,False,False,False,False,False,True,False,5050,0.0,118.0,360.0
115,1.0,True,True,True,True,False,False,False,False,False,False,14583,0.0,185.0,180.0
116,1.0,True,False,True,False,False,False,False,False,True,False,3167,2283.0,154.0,360.0
117,1.0,True,True,True,True,False,False,False,False,False,True,2214,1398.0,85.0,360.0
118,1.0,False,True,True,False,False,False,False,False,False,False,5568,2142.0,175.0,360.0
119,1.0,True,False,False,False,False,False,False,False,False,True,10408,0.0,259.0,360.0
120,1.0,True,True,True,False,False,False,False,False,False,False,5667,2667.0,180.0,360.0
121,1.0,True,False,False,False,False,False,False,False,True,False,4166,0.0,44.0,360.0
122,0.0,True,False,False,False,False,False,False,False,True,False,2137,8980.0,137.0,360.0
123,1.0,True,True,True,False,True,False,False,False,True,False,2957,0.0,81.0,360.0
124,1.0,True,True,True,False,False,False,True,False,False,False,4300,2014.0,194.0,360.0
125,1.0,True,False,False,False,False,False,False,False,False,False,3692,0.0,93.0,360.0
126,1.0,True,True,True,False,False,True,False,False,False,False,23803,0.0,370.0,360.0
127,1.0,True,True,False,False,False,False,False,False,False,False,3865,1640.0,128.0,360.0
128,0.0,False,True,True,True,False,False,False,True,False,True,10513,3850.0,160.0,180.0
129,1.0,False,True,True,False,False,False,False,False,False,False,6080,2569.0,182.0,360.0
130,1.0,True,True,False,False,False,False,False,True,False,True,20166,0.0,650.0,480.0
131,1.0,True,True,False,False,False,False,False,False,False,True,2014,1929.0,74.0,360.0
132,1.0,True,True,False,False,False,False,False,False,True,False,2718,0.0,70.0,360.0
133,1.0,True,True,True,False,False,False,False,True,True,False,3459,0.0,25.0,120.0
134,1.0,True,True,False,False,False,False,False,False,True,False,4895,0.0,102.0,360.0
135,1.0,False,True,True,False,False,True,False,False,True,False,4000,7750.0,290.0,360.0
136,1.0,False,False,True,False,False,False,False,False,False,False,4583,0.0,84.0,360.0
137,1.0,True,True,True,False,True,False,False,True,False,True,3316,3500.0,88.0,360.0
138,0.0,False,True,False,False,False,False,False,False,True,False,14999,0.0,242.0,360.0
139,1.0,False,True,True,False,True,False,True,False,False,False,4200,1430.0,129.0,360.0
140,1.0,False,True,True,False,True,False,False,False,False,False,5042,2083.0,185.0,360.0
141,1.0,True,True,False,False,False,False,False,False,False,True,5417,0.0,168.0,360.0
142,1.0,True,True,False,False,False,False,False,True,True,False,6950,0.0,175.0,180.0
143,1.0,True,True,True,False,False,False,False,False,True,False,2698,2034.0,122.0,360.0
144,1.0,True,True,True,False,True,False,False,False,False,True,11757,0.0,187.0,180.0
145,1.0,True,False,True,False,False,False,False,False,True,False,2330,4486.0,100.0,360.0
146,1.0,True,False,True,False,True,False,False,False,False,True,14866,0.0,70.0,360.0
147,1.0,True,True,True,True,False,False,False,False,False,True,1538,1425.0,30.0,360.0
148,1.0,False,False,False,False,False,False,False,False,False,False,10000,1666.0,225.0,360.0
149,1.0,True,True,True,False,False,False,False,False,True,False,4860,830.0,125.0,360.0
150,0.0,False,True,False,False,False,False,False,False,False,False,6277,0.0,118.0,360.0
151,1.0,True,True,True,False,False,False,False,True,False,False,2577,3750.0,152.0,360.0
152,1.0,False,True,False,False,False,False,False,False,False,True,9166,0.0,244.0,360.0
153,1.0,False,True,True,False,True,False,True,False,False,False,2281,0.0,113.0,360.0
154,1.0,True,True,False,False,False,False,False,False,False,True,3254,0.0,50.0,360.0
155,0.0,True,True,True,False,False,True,False,False,True,False,39999,0.0,600.0,180.0
156,1.0,True,True,True,True,False,False,False,False,False,False,6000,0.0,160.0,360.0
157,1.0,True,True,True,True,False,False,False,False,False,True,9538,0.0,187.0,360.0
158,1.0,True,True,False,False,False,False,False,False,False,False,2980,2083.0,120.0,360.0
159,1.0,True,True,True,False,False,False,False,False,True,False,4583,5625.0,255.0,360.0
160,1.0,True,True,True,False,False,False,True,False,True,False,1863,1041.0,98.0,360.0
161,1.0,False,True,True,False,False,False,False,False,False,True,7933,0.0,275.0,360.0
162,0.0,False,True,True,True,False,False,False,False,True,False,3089,1280.0,121.0,360.0
163,1.0,True,True,True,False,True,False,False,False,False,False,4167,1447.0,158.0,360.0
164,1.0,True,True,True,False,False,False,False,False,False,True,9323,0.0,75.0,180.0
165,1.0,True,True,True,False,False,False,False,False,False,False,3707,3166.0,182.0,360.0
166,1.0,False,False,True,False,False,False,False,False,False,False,4583,0.0,112.0,360.0
167,1.0,True,True,True,False,False,False,False,False,False,False,2439,3333.0,129.0,360.0
168,0.0,False,True,False,False,False,False,False,False,True,False,2237,0.0,63.0,480.0
169,1.0,True,True,True,False,True,False,False,False,True,False,8000,0.0,200.0,360.0
170,1.0,True,True,True,False,False,False,True,False,False,False,1820,1769.0,95.0,360.0
171,1.0,True,True,True,False,False,True,False,False,False,True,51763,0.0,700.0,300.0
172,1.0,False,True,True,False,False,True,True,False,False,False,3522,0.0,81.0,180.0
173,1.0,True,True,True,False,False,False,False,False,True,False,5708,5625.0,187.0,360.0
174,1.0,False,True,True,False,False,False,True,True,True,False,4344,736.0,87.0,360.0
175,1.0,True,True,True,False,False,False,False,False,False,False,3497,1964.0,116.0,360.0
176,1.0,True,True,True,False,True,False,False,False,False,False,2045,1619.0,101.0,360.0
177,0.0,False,True,True,False,False,True,False,False,True,False,5516,11300.0,495.0,360.0
178,1.0,True,True,True,True,False,False,False,False,True,False,3750,0.0,116.0,360.0
179,0.0,False,True,False,False,False,False,True,False,False,True,2333,1451.0,102.0,480.0
180,0.0,False,True,True,True,False,False,False,False,False,True,6400,7250.0,180.0,360.0
181,1.0,False,True,False,False,False,False,False,False,False,False,1916,5063.0,67.0,360.0
182,1.0,True,True,True,False,False,False,False,False,True,False,4600,0.0,73.0,180.0
183,1.0,False,True,True,True,False,False,False,False,True,False,33846,0.0,260.0,360.0
184,1.0,True,False,True,False,False,False,False,False,True,False,3625,0.0,108.0,360.0
185,1.0,True,True,True,False,False,False,False,True,True,False,39147,4750.0,120.0,360.0
186,0.0,False,True,True,True,False,False,False,True,False,False,2178,0.0,66.0,300.0
187,1.0,True,True,True,False,False,False,False,False,False,False,2383,2138.0,58.0,360.0
188,1.0,True,True,True,False,False,False,False,True,False,False,674,5296.0,168.0,360.0
189,1.0,True,True,True,False,False,False,False,False,False,False,9328,0.0,188.0,180.0
190,1.0,True,True,False,False,False,False,True,False,False,False,4885,0.0,48.0,360.0
191,1.0,False,True,False,False,False,False,False,False,True,False,12000,0.0,164.0,360.0
192,1.0,False,True,True,False,False,False,True,False,False,True,6033,0.0,160.0,360.0
193,1.0,True,True,False,False,False,False,False,False,True,False,3858,0.0,76.0,360.0
194,1.0,True,True,False,False,False,False,False,False,False,False,4191,0.0,120.0,360.0
195,1.0,False,True,True,True,False,False,False,False,True,False,3125,2583.0,170.0,360.0
196,1.0,True,True,False,False,False,False,False,False,False,False,8333,3750.0,187.0,360.0
197,1.0,True,False,False,False,False,False,True,False,False,True,1907,2365.0,120.0,360.0
198,1.0,True,False,True,False,False,False,False,False,True,False,3416,2816.0,113.0,360.0
199,1.0,False,True,False,False,False,False,False,True,False,True,11000,0.0,83.0,360.0
200,1.0,True,True,True,True,False,False,True,False,True,False,2600,2500.0,90.0,360.0
201,0.0,True,True,False,False,True,False,False,False,True,False,4923,0.0,166.0,360.0
202,1.0,False,True,True,False,False,True,True,False,False,True,3992,0.0,128.0,180.0
203,1.0,True,True,True,True,False,False,True,False,False,True,3500,1083.0,135.0,360.0
204,1.0,True,True,True,False,True,False,True,False,True,False,3917,0.0,124.0,360.0
205,1.0,True,False,False,False,False,False,True,False,True,False,4408,0.0,120.0,360.0
206,1.0,True,False,False,False,False,False,False,False,False,True,3244,0.0,80.0,360.0
207,1.0,True,True,False,False,False,False,True,False,False,False,3975,2531.0,55.0,360.0
208,1.0,True,True,False,False,False,False,False,False,False,True,2479,0.0,59.0,360.0
209,1.0,False,True,False,False,False,False,False,False,True,False,3418,0.0,127.0,360.0
210,1.0,False,False,False,False,False,False,False,False,True,False,10000,0.0,214.0,360.0
211,0.0,False,True,True,False,False,True,False,False,True,False,3430,1250.0,128.0,360.0
212,1.0,True,True,True,True,False,False,False,True,False,True,7787,0.0,240.0,360.0
213,1.0,True,True,True,False,False,True,True,True,False,False,5703,0.0,130.0,360.0
214,1.0,True,True,True,False,False,False,False,False,False,True,3173,3021.0,137.0,360.0
215,1.0,True,True,True,False,False,True,True,False,True,False,3850,983.0,100.0,360.0
216,1.0,False,True,True,False,False,False,False,False,False,False,150,1800.0,135.0,360.0
217,1.0,True,True,True,False,False,False,False,False,True,False,3727,1775.0,131.0,360.0
218,0.0,False,True,True,False,True,False,False,False,True,False,5000,0.0,72.0,360.0
219,1.0,True,False,True,False,True,False,False,False,True,False,4283,2383.0,127.0,360.0
220,0.0,False,True,True,False,False,False,False,False,False,True,2221,0.0,60.0,360.0
221,1.0,True,True,True,False,True,False,False,False,True,False,4009,1717.0,116.0,360.0
222,1.0,True,True,False,False,False,False,False,False,True,False,2971,2791.0,144.0,360.0
223,1.0,True,True,True,False,False,False,False,False,True,False,7578,1010.0,175.0,360.0
224,1.0,True,True,True,False,False,False,False,False,True,False,6250,0.0,128.0,360.0
225,1.0,False,True,True,False,False,False,False,False,False,False,3250,0.0,170.0,360.0
226,1.0,False,True,True,False,False,False,True,True,False,True,4735,0.0,138.0,360.0
227,1.0,True,True,True,False,True,False,False,False,True,False,6250,1695.0,210.0,360.0
228,1.0,True,True,True,False,False,False,False,False,True,False,4758,0.0,158.0,480.0
229,1.0,True,True,False,False,False,False,False,True,False,False,6400,0.0,200.0,360.0
230,1.0,True,True,True,True,False,False,False,False,True,False,2491,2054.0,104.0,360.0
231,1.0,True,True,True,False,False,False,False,False,False,False,3716,0.0,42.0,180.0
232,1.0,True,True,False,False,False,False,True,False,False,False,3189,2598.0,120.0,360.0
233,1.0,True,False,False,False,False,False,False,False,True,False,8333,0.0,280.0,360.0
234,1.0,True,True,True,True,False,False,False,False,True,False,3155,1779.0,140.0,360.0
235,1.0,True,True,True,True,False,False,False,False,False,False,5500,1260.0,170.0,360.0
236,1.0,False,True,True,False,False,False,False,False,False,True,5746,0.0,255.0,360.0
237,1.0,True,False,False,False,False,False,False,True,False,True,3463,0.0,122.0,360.0
238,1.0,True,False,False,True,False,False,False,False,False,False,3812,0.0,112.0,360.0
239,1.0,True,True,True,True,False,False,False,False,True,False,3315,0.0,96.0,360.0
240,1.0,True,True,True,False,True,False,False,False,False,False,5819,5000.0,120.0,360.0
241,1.0,False,True,True,True,False,False,True,False,False,True,2510,1983.0,140.0,180.0
242,1.0,True,True,False,False,False,False,False,False,False,True,2965,5701.0,155.0,60.0
243,1.0,True,True,True,False,True,False,False,True,False,False,6250,1300.0,108.0,360.0
244,1.0,True,True,True,False,False,False,True,False,True,False,3406,4417.0,123.0,360.0
245,1.0,False,True,False,False,False,False,False,True,False,True,6050,4333.0,120.0,180.0
246,1.0,True,True,True,False,True,False,False,False,False,True,9703,0.0,112.0,360.0
247,1.0,True,True,True,True,False,False,True,False,False,True,6608,0.0,137.0,180.0
248,1.0,True,True,True,True,False,False,False,False,True,False,2882,1843.0,123.0,480.0
249,1.0,True,True,True,False,False,False,False,False,False,True,1809,1868.0,90.0,360.0
250,0.0,False,True,True,False,False,False,True,False,True,False,1668,3890.0,201.0,360.0
251,1.0,False,False,False,False,True,False,False,False,False,True,3427,0.0,138.0,360.0
252,1.0,True,True,False,False,False,False,True,True,False,False,2583,2167.0,104.0,360.0
253,1.0,True,True,True,True,False,False,True,False,True,False,2661,7101.0,279.0,180.0
254,0.0,False,True,False,False,False,False,False,True,False,True,16250,0.0,192.0,360.0
255,1.0,True,False,False,False,False,True,False,False,False,False,3083,0.0,255.0,360.0
256,0.0,False,True,False,False,False,False,True,False,False,False,6045,0.0,115.0,360.0
257,1.0,False,True,True,False,False,True,False,False,False,True,5250,0.0,94.0,360.0
258,1.0,False,True,True,False,False,False,False,False,False,False,14683,2100.0,304.0,360.0
259,1.0,False,True,True,False,False,True,True,False,True,False,4931,0.0,128.0,360.0
260,1.0,True,True,True,True,False,False,False,False,False,True,6083,4250.0,330.0,360.0
261,1.0,True,True,False,False,False,False,False,False,True,False,2060,2209.0,134.0,360.0
262,1.0,False,False,False,True,False,False,False,False,True,False,3481,0.0,155.0,36.0
263,1.0,True,False,False,False,False,False,False,False,False,False,7200,0.0,120.0,360.0
264,1.0,True,True,False,False,False,False,False,True,True,False,5166,0.0,128.0,360.0
265,1.0,True,True,False,False,False,False,False,False,False,False,4095,3447.0,151.0,360.0
266,1.0,True,True,True,False,True,False,False,False,True,False,4708,1387.0,150.0,360.0
267,0.0,True,True,True,False,False,True,False,False,False,True,4333,1811.0,160.0,360.0
268,1.0,False,False,False,False,False,False,False,False,False,False,3418,0.0,135.0,360.0
269,1.0,True,False,False,True,False,False,False,False,False,True,2876,1560.0,90.0,360.0
270,1.0,True,False,False,False,False,False,False,False,False,True,3237,0.0,30.0,360.0
271,1.0,True,True,True,False,False,False,False,False,False,True,11146,0.0,136.0,360.0
272,1.0,True,True,False,False,False,False,False,False,False,False,2833,1857.0,126.0,360.0
273,1.0,True,True,True,False,False,False,False,False,True,False,2620,2223.0,150.0,360.0
274,1.0,True,True,True,False,True,False,False,False,True,False,3900,0.0,90.0,360.0
275,1.0,True,True,True,True,False,False,False,False,True,False,2750,1842.0,115.0,360.0
276,1.0,True,True,True,False,False,False,False,False,True,False,3993,3274.0,207.0,360.0
277,1.0,True,True,True,False,False,False,False,False,False,True,3103,1300.0,80.0,360.0
278,1.0,True,True,True,False,False,False,False,False,True,False,14583,0.0,436.0,360.0
279,1.0,True,False,True,False,False,False,True,False,False,False,4100,0.0,124.0,360.0
280,0.0,False,True,False,True,False,False,True,True,False,True,4053,2426.0,158.0,360.0
281,1.0,True,True,True,False,False,False,False,False,True,False,3927,800.0,112.0,360.0
282,1.0,True,True,True,False,True,False,False,False,False,True,2301,985.7999878,78.0,180.0
283,1.0,True,False,False,False,False,False,False,False,False,True,1811,1666.0,54.0,360.0
284,1.0,False,True,True,False,False,False,False,False,False,False,20667,0.0,128.0,360.0
285,1.0,True,True,False,False,False,False,False,False,False,False,3158,3053.0,89.0,360.0
286,1.0,False,False,False,False,False,False,False,True,True,False,2600,1717.0,99.0,300.0
287,1.0,True,True,True,False,False,False,False,False,False,False,3704,2000.0,120.0,360.0
288,1.0,True,False,False,False,False,False,False,False,True,False,4124,0.0,115.0,360.0
289,1.0,True,True,False,False,False,False,False,False,False,False,9508,0.0,187.0,360.0
290,1.0,True,True,True,False,False,False,False,False,False,False,3075,2416.0,139.0,360.0
291,0.0,False,True,True,False,True,False,False,False,True,False,4400,0.0,127.0,360.0
292,1.0,True,True,True,False,True,False,False,False,False,True,3153,1560.0,134.0,360.0
293,0.0,False,False,False,False,False,False,False,False,False,True,5417,0.0,143.0,480.0
294,1.0,True,True,True,False,False,False,False,False,True,False,2383,3334.0,172.0,360.0
295,1.0,True,True,True,False,False,True,False,False,False,True,4416,1250.0,110.0,360.0
296,1.0,True,True,True,True,False,False,False,False,True,False,6875,0.0,200.0,360.0
297,1.0,True,False,True,True,False,False,False,False,False,True,4666,0.0,135.0,360.0
298,1.0,False,False,False,False,False,False,False,False,False,False,5000,2541.0,151.0,480.0
299,1.0,False,True,True,True,False,False,False,False,False,True,2014,2925.0,113.0,360.0
300,0.0,False,True,True,False,False,False,True,False,False,True,1800,2934.0,93.0,360.0
301,1.0,True,True,True,False,False,False,True,False,True,False,2875,1750.0,105.0,360.0
302,1.0,True,False,False,False,False,False,False,False,False,False,5000,0.0,132.0,360.0
303,1.0,True,True,True,True,False,False,False,False,False,True,1625,1803.0,96.0,360.0
304,1.0,True,True,False,False,False,False,False,False,False,False,4000,2500.0,140.0,360.0
305,1.0,False,True,False,False,False,False,True,False,False,True,2000,0.0,128.0,360.0
